c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
4449,Elbertina,Oman,891,OzSOI,208.81,kyzfO,iGZuSQ
4450,Yuille,Bermuda,709,mUN,329.2,FyUY,XhMrfmb
4451,Hamil,Papua New Guinea,602,jOV,148.15,wwn v,CoAaU
4452,Gaal,Norfolk Island,757,bN,337.94,YWRBlwkvu,UQvsRsOI
4453,Kiersten,Northern Mariana Islands,612,CsAsMSpQb,312.84,URnVqj,obW
4454,Bonucci,Bulgaria,960,Kt,517.02,fYh  xKd,xOqnrtaovG
4455,Hortensia,Nepal,563,QSIXRbV,42.29,kKfW,uQVYCkY
4456,Strephon,Mayotte,1,Eep,35.85,kRpi,NvX
4457,Bibi,Italy,764,WQUjYU,581.41,EY,OKkDju
4458,Adrienne,Lesotho,8,XHRMTEnVy,211.76,GzKqh,Ue
4459,Kesley,Iraq,509,uilsdbd,6.73,ffLPijXvU,BLIps
4460,Autrey,Nauru,355,ikL,234.99,EABcGYJT,jQk
4461,Germann,Kuwait,51,ZdiZmUt,287.59,SwpyXBFwH,voj
4462,Jeanne,Central African Republic,198,lT,756.91,Wb,FV
4463,Pattin,San Marino,134,NAkif,991.23,Qa,aUN
4464,Ogren,British Indian Ocean Territory,235,uhADoOTf,463.39,qKMdDCk,opyoaBV
4465,Burkle,Reunion,422,KYkkTl,435.11,WE,vrollUlRgZ
4466,Arley,Gibraltar,616,PA,349.12,RVYDUEQm,pMsGZk
4467,Sherrie,French Southern Territories,104,pXaPnM,522.97,pFgaSiXBsl,jYp
4468,Morehouse,Benin,232,PpQfqCsAz,933.13,AwW,aPxF
4469,Michella,Nepal,586,UZbXBM,808.15,ZBkBrujpuo,KSCorG
4470,Cullin,Lebanon,806,yDxSwT,447.8,Hd,VoHNlXFD
4471,Stilwell,Syrian Arab Republic,948,mS,207.98,tv,KOwRXAxh
4472,Colp,United Arab Emirates,525,hiTfhB,358.61,nNskQYUwJ,tHcZy
4473,Catie,"Korea, Republic of",808,LsbSvgtL,240.81,hypHi,qA
4474,Marisa,Qatar,348,qKwauq,652.03,JIkiUllul,MlS
4475,Geffner,China,786,lCpS,869.45,LSjfWzxh,LlIkTrJV g
4476,Nore,Pitcairn,35,NyAPfh,480.54,wPIRSm Zi,JrGwQAs
4477,Fink,Spain,867,L xOkT,386.3,oMdcKo,XIgTymwScc
4478,Ellerey,India,253,cnpugT,47.44,IvFYpYaDdE,iDbrncWOQC
4479,Yerkovich,Philippines,16,kjeUd,178.5,ipw,iUWdzOx
4480,Roumell,Australia,594,VqULTtkCP,927.3,Tjgko,MiDHgMkmV
4481,Fosque,Belize,565,mPyaQnbK,602.21,ztiHJsWHmy,DaoEwWg
4482,Grayce,United States Minor Outlying Islands,37,eUDfGOiO,151.94,pOc,WpVawRYqA
4483,Edison,Cuba,188,rH,541.63,XmYUrz,NOPvSQCH
4484,Isidore,Eritrea,33,HWXWp,796.62,OOiqlg,zooKP
4485,Kirbee,Qatar,541,jQ,33.45,LqQeQ,DunaBAcaz
4486,Papageno,Puerto Rico,586,Rg,417.04,xYcDHtJiH,LMG
4487,Bultman,Guinea,872,PBpmxh,251.91,WCiMit,KYz
4488,Shanley,"Micronesia, Federated States of",173,TUtPFt,981.36,AUQEME,vms
4489,Rosalba,United States Minor Outlying Islands,777,imdSppjw,131.6,WjgOV,vFjQNSXuBo
4490,Yam,"Taiwan, Province of China",890,GD S,717.02,lZdRUfSay,dsD
4491,Hertzfeld,Botswana,423,mvLP,199.25,mOx DZnAu,jyNAzXQ
4492,Gladstone,Myanmar,691,Hzt,735.21,VMKIIOZMjX,zxjOib
4493,Susannah,French Southern Territories,789,VhEtKo,854.18,sBtuF,UXcsDEi
4494,Artie,Niger,644,dq,426.78,URl,dvnrW
4495,Bury,Gambia,212,dv,83.06,pBubO Ex," QcpZJgZ"
4496,Vilma,Saint Vincent and the Grenadines,627,cn,166.83,gvaEP,LISj
4497,Edmund,Bangladesh,777,eyJ,500.51,lpzhXFUqV,vTjYZa
4498,Tristram,Heard Island and Mcdonald Islands,221,xWm,497.34,OhPLM,TeVloqZW
4499,Eachern,Namibia,705,pJX,66.88,lo,Poq AdCx
4500,Carmena,Angola,432,Ze,693.56,CgZ,bgSrMFp
4501,Hanleigh,Estonia,62,BpvegzD,704.49,Pp,RzFaiyNFN
4502,Gregrory,Ireland,588,EAaeiu,405.22,YQ,dbjLwTAxE
4503,Lytton,Bulgaria,182,CcnfKjV,82.61,gvGngW j,WBiyC
4504,Emmy,AndorrA,277,sUrzdLc,453.01,OQWPqoYOny,ALa
4505,Anastatius,Zambia,193,YEe,192.62,tDt,sFOoSpf
4506,Mike,Afghanistan,875,pZyaLuJeW,13.72,tEQKWxIkEB,Xp
4507,Adalbert,Myanmar,845,"eNBAfmT ",497.13,PbnaUSuK,dVWv
4508,Muriel,Argentina,279,Pw,531.13,Uhsbhqh,stel
4509,Thad,Yemen,281,MVHy,673.82,mZLxUgwBH,JRXDJJuTsC
4510,Bryna,Martinique,337,kPseDY,539.45,JEKez,UsafdNjHft
4511,Lowry,Thailand,684,gTgZXph,211.76,zi YcgZ,Tkt
4512,Etom,Turkey,941,gBMx,330.55,oqJgu,FtxwVa
4513,Barney,Guatemala,646,mCRQm,263.67,ubYsNBMc,PmTi
4514,Ortrude,Kiribati,737,VJ dDd,559.33,FUpEg,FYvkNJTlt
4515,Francyne,Gibraltar,486,bz,48.61,HTfb Ld,xEJ
4516,Malina,Philippines,163,pTDZFMrsu,234.95,GoNdkWcU,TujsjnUSV
4517,Gino,Tunisia,336,PsplK,292.29,uhrZIV,UfuDVz
4518,Iphlgenia,Papua New Guinea,149,ZTjYBzt,358.85,mKUj,egZOW
4519,Billye,Belarus,221,CeDm,909.27,tEh,qrbi
4520,Regan,Nepal,314,ZfQ,150.02,bkh,ITSlGbFDHI
4521,Lorenz,"Korea, Democratic People""S Republic of",228,PfeWut,253.57,OaRCdVDP,QJDwJgrQEY
4522,Harriman,Guam,890,WLO,861.59,FPzzfn,pBuKeC
4523,Francyne,Palau,873,jlsGN,506.24,eXGS,oH Bp
4524,Israeli,Netherlands Antilles,953,zGIQ,811.9,UgBufRDW,QNBSeSg
4525,Anselmi,Estonia,806,Gvh,690.26,EBgMGoKL,OyauLSgXaw
4526,Angelis,Bahamas,283,Case,725.19,zSmqKFMZ,Heg
4527,Brunell,Sierra Leone,899,FibQdxqg,793.69,Vrn,WSKWztMGF
4528,Nickola,Thailand,150," GxKQgcvj",658.14,ShWhn,qK
4529,Merriott,Poland,199,CqdDTAc,616.29,MGvIwktDC,io
4530,Giule,Liberia,954,Gfgqfp,448.5,lvejD,Xkag
4531,Pauly,Cayman Islands,759,qZB guKL,915.91,xDqPnD,WhCe
4532,Toni,Philippines,305,rsDEB,602.05,faWHr,dRwDywHQ
4533,Carlson,Honduras,219,enUeqdK,585.03,WU,Lue
4534,Thunell,Guadeloupe,336,cWxBc,866.83,wX vkWxw,rRfDOYLJ
4535,Persse,Sao Tome and Principe,995,EXNe,680.36,kFSkukU sd,AnxiN
4536,Alfons,Estonia,260,Botlmzmv,471.85,VmZGjk,ZZsVxSxBNv
4537,Persse,Saint Helena,532,EaRzNynRz,622.88,ryhDfJ,uil
4538,Egbert,Guyana,808,Gsxa,73.04,KnzD,TR
4539,Anastatius,Saint Helena,386,Gg,257.91,FyfEa,BOAKswfcYm
4540,Bronk,Anguilla,774,oCxdcpQT,105.15,YezivJ,JUwT
4541,Brodench,"Iran, Islamic Republic Of",658,Tn,922.49,hp,nvBpy
4542,Kelula,Costa Rica,433,xJNY,607.5,WQel,pycARVttHz
4543,Annice,Mozambique,558,dhAnC,117.75,aveH,vnUU
4544,Bartlett,Hungary,780,DQ,455.57,jSnsoeNBYW,ZalYdGfVw
4545,Cleo,Ghana,638,fJHKKAn,816.74,HYpqPs,ej
4546,Jacinda,Nigeria,123,KcB LtJqR,466.7,gxVAhi,eEK
4547,Decato,Nigeria,774,kgocLgJL,722.1,oJekwvkNw,cmbj
4548,Chem,Guam,879,oWh,497.4,rV,Dfyf
4549,Stelle,Czech Republic,300,dlYiZNw,284.37,egxk,HWKRT
4550,Hamil,Dominican Republic,354,JyR,574.32,Yp,YafUcU
4551,Rodmann,Oman,922,IYjk,924.26,gicqXZkQ,VIxZpp
4552,Fadiman,Uzbekistan,233,hXHgYsOjJ,837.09,eTU,WBxuO
4553,Ledah,Mozambique,919,vtn,474.74,Vv,lxfOVubmRN
4554,Evvie,Swaziland,334,tokFFKka,903.81,rF,MOamLmQz
4555,Izaak,South Georgia and the South Sandwich Islands,903,NwxKCuY,446.3,zhwGs,JdHrLccPx
4556,Malvino,Estonia,312,SggfzOHrA,735.75,REuLL,Iyzcu
4557,Pacorro,Mexico,320,CAU DJ,22.84,fj,l deV
4558,Junie,Albania,495,JUVQT,852.42,myqZb,Tx
4559,Rubie,Syrian Arab Republic,443,wp,926.76,YADgaWb,nSJbibqVmu
4560,Maxi,Cuba,154,KK,965.05,SZNIgYvOpd,"Gfu "
4561,Stuart,Australia,999,zR,746.26,NGRVkWGtM,Zg
4562,Rona,Guinea,435,lgxnz,260.96,MTkfn,plH
4563,Amadas,Christmas Island,293,qUYLZ,453.02,jTnbdWI,kUEshCna
4564,Clie,Slovakia,554,pBg,451.13,ka,VuNmlL
4565,Raama,Christmas Island,893,TA,891.81,OPgjEcd,LZagoe
4566,Roarke,Algeria,722,ZqAechyN,473.04,MS,QwXXm
4567,Colleen,Spain,937,aBwatSHB,440.64,a BaW,tJybVYB
4568,Jaylene,Nigeria,604,xN,671.35,VLvmPB,tNmYojUT
4569,Lubin,Wallis and Futuna,290,yClttMLup,118.62,zcPmvxDI,YVJgDHiT
4570,Reneta,Croatia,395,dOHynBlrB,925.68,Dz,CEMqVQ
4571,Alwin,Israel,436,airUOOaY,526.04,bM,axp
4572,Helfand,Slovakia,520,uIGoewUh,488.87,L nsQtTSUp,ne
4573,Eliathas,Ethiopia,252,KItxzD,245.83,UaB,wM IBgnf
4574,Bethany,Ireland,234,pVUKw,593.22,qX,nqpeZbt
4575,Bettine,Mayotte,204,aifr,126.41,rK,"j "
4576,Pandolfi,Cook Islands,184,XsC,673.83,OcCSgmhdG,iBnyxwYV
4577,Madaih,Myanmar,926,CC,58.26,Hc,yA
4578,Goth,Comoros,615,mEC,142.67,vOAgRRExCs,neNbwGrF
4579,Laurianne,Heard Island and Mcdonald Islands,415,rRArx,722.37,xQZWjG,"jWYoDty "
4580,Newell,Zambia,469,uMOR,958.41,Bvya,hZcA
4581,Bakerman,Lesotho,233,pBy vxik,396.83,wkWQ,FgrH
4582,Lanita,Somalia,888,yi,209.88,bTVtuxsT,OZ
4583,Roxanna,Myanmar,499,aLrGCGycu,968.77,ONEw,oywJqPkaa
4584,Shelba,Tonga,430,gPiG,721.77,"Kw ",r APIr
4585,Kylander,Fiji,291,PpW,350.93,TOKnw,FSO
4586,Hieronymus,Barbados,870,lmCHFI,85.58,koOYWoYjz,KKcqrtF
4587,Ilka,Macao,353,zKMRMwBk,890.71,xOxmMk,cYLO
4588,Prober,Madagascar,555,ht,299.52,dWj,sJZgCVm
4589,Dichy,Somalia,536,gm,302.95,vZdU,QCzxKR
4590,Honoria,Bhutan,670,jwfmBq,688.97,ZZASvDJ,KITdj
4591,Norvol,New Zealand,109,CGjx,909.55,lwTxCfR,GwUUeRXrb
4592,Irmine,Colombia,359,XCC,383.45,JPAp,WwgAJhY
4593,Ovid,Kenya,458,UTTj,707.79,SUCLMSbU,ceYY
4594,Stav,Jamaica,206,NYMetkeV,127.03,mRMsgIvo,hXeS
4595,Curren,Solomon Islands,67,xqnxRHSr,232.32,uUliejW,CnaohVDTJ
4596,Remmer,"Iran, Islamic Republic Of",404,nUTERhsD,706.53,VBzYeahZcI,OyapQkL
4597,Poppy,Timor-Leste,865,KzuXyERPr,516.46,sUekLJJxd,LSwg gpqgi
4598,Artie,Kazakhstan,538,nPa,230.88,VFs,Jyot
4599,Margret,Mexico,639,QqucgsbY,797.48," gwqhkQLC",sxXVvvkG
4600,Emmaline,"Micronesia, Federated States of",129,aM,703.06,VnSwEkexG,XKcbY
4601,Gabrielli,Belize,230,DVHR,109.06,ZXUmT,GxyjL
4602,Roche,Angola,210,IR,26.35,AmNsoKVAlt,NHrhk
4603,Peg,Brazil,967,PlOo,190.1,UrbA c,vLY
4604,Elbertina,Iraq,402,fDVB,509.36,AvOTbwRrz,XKj
4605,Nea,India,322,LVGr,30.9,oU,dnsVkD
4606,Germann,Vanuatu,876,uwGUTrzuT,915.77,YJ,VFhXAsnmFT
4607,Aurelio,China,684,oBEM,513.63,sLu,etuf
4608,Weinreb,Wallis and Futuna,729,DXOAL,849.51,efgnwZpv T,exxeU
4609,Grosz,United States Minor Outlying Islands,409,CE,177.04,"qTj ",EyPwtVzcM
4610,Cyrie,United States Minor Outlying Islands,282,uaPcw,677.07,dhZ SU,nPRxvH
4611,McCutcheon,Bolivia,514,vUija,520.03,iJ,OaiwXgL
4612,Lucienne,Congo,300,akETqE,49.99,XV,eA
4613,Weaks,Estonia,247,odeq,961.98,YNfJ,IsRyjX
4614,Hanleigh,"Lao People""S Democratic Republic",327,JZfw,49.6,AOcu,wDmpK
4615,Afton,Kazakhstan,701,nKPcXM,217.63,rQevBn,XEYhOSOBz
4616,Wolfgram,Macao,672,DhEPqh,598.96,JFDeEKBPK,FemNun
4617,Heidt,Vanuatu,170,wJ,875.55,bwSNzgzkw,KIFzR
4618,Quent,"Tanzania, United Republic of",979,GLrPoQrT,424.59,"  rwnVsKu",rfr
4619,Amethist,Bouvet Island,506,dI,127.73,"z ",xNJ
4620,Rad,Uzbekistan,246,KF,525.9,cA,M ELqFRWL
4621,Daveta,Northern Mariana Islands,566,Kc,966.96,MTMYAnGG,OExg
4622,Faro,Morocco,902,tbWz,147.53,NwbFCMh,lNNpKSxS
4623,Couture,Jamaica,945," U",231.98,FukOgmZ,MsIGJ
4624,Tannie,Grenada,440,HM,268.05,CJ,LrDpfOgc
4625,Tufts,Equatorial Guinea,980,ochMJHe,908.77,Fo,NWQ
4626,Quinn,Estonia,630,iazPlmUi,494.69,TPxidI,uZq
4627,Orpah,Portugal,954,MLTrhx,965.66,Dw,FVeosOLYu
4628,Kinnard,Argentina,345,VIaNBNBe,924.64,elSxl,vOxdfoquaI
4629,Wattenberg,Lithuania,771,DxwxhU,980.73,eIjsPn,dwHDVB
4630,Kannry,Lesotho,538,vZREzc,347.05,xzddNJqcT,HUhbEtmmP
4631,Lesley,Timor-Leste,555,FoJEW,431.01,HUcyIuz,GU zlFdxUn
4632,Janith,Eritrea,531,ztUa,759.37,WiHDegYPMv,KRXbMdnetK
4633,Newell,Pakistan,881,UACC,521.79,WyVFlRs,qedUomUr n
4634,Nore,Costa Rica,342,IAdJwwV,910.69,DN,Dzhn
4635,Firmin,Iraq,590,pp,154.26,PANHiwfuX,mVN
4636,Cookie,Papua New Guinea,621,yzDl J,252.82,axPm,EkTxw
4637,Saint,Falkland Islands (Malvinas),682,UAnZfKGdk,736.22,PWqc,RqKP
4638,Auberbach,Botswana,400,zkB,271.57,bVRhEGW,dx
4639,Flyn,Senegal,761,PmoiiUrD,22.88,kUUR,JopVt
4640,Si,Guinea-Bissau,191,R LjXONb,852,UvoieVebqO,fkm
4641,Eliathas,Central African Republic,786,r G,587.41,UeZxHR,uOxbloeKT
4642,Chesna,South Africa,317,CfsCNpEyd,31.85,ONeQR,"u "
4643,Donoghue,Niger,689,KShbBpL,621.95,MkNgD,NDWL
4644,Lamoree,Armenia,763,ELq,414.27,vtyKhHmKp,riKZO
4645,Lorain,Lesotho,405,JqrxX,534.62,hj,vepQgIBd
4646,Lilas,Dominica,478,eaONT,441.57,XmAmAKw,XmooNjJlP
4647,Payson,Guam,868,ZRvb,703.48,lZ,vGnRKW
4648,Santoro,Austria,389,jMj,25.93,kQ," ZLL"
4649,Edvard,Bermuda,640,zhZzWb,410.24,EsT,kim
4650,Gale,Bulgaria,111,LjVmogLmW,330.11,iWGWGzQken,VYatXHhx
4651,Pandolfi,Bahrain,259,Hk,355.33,iutUD abTR,nNoN
4652,Salvidor,Paraguay,731,KKa,537.98," NK",UUvrT
4653,Gwenore,Greece,592,esxfJXSts,404.31,ofdGqBYL,vfxqo
4654,Audly,Saint Lucia,656,enLjg,164.98,I h,pKQcqHF
4655,Gibbeon,Brunei Darussalam,693,VAZBCpO,895.61,raQFpZI,vwmKOsAbeF
4656,Cullin,Bouvet Island,147,Wqc,547.61,xhC,jckoQoT
4657,Uird,American Samoa,645,UIq,577.41,bDdaEZJI,kdAd
4658,Gualtiero,Papua New Guinea,127,uwEOrF,383.93,XtyH,hAryCCaA
4659,O'Carroll,Syrian Arab Republic,133,fh,579.9,rPseOV,KTHVzztjKN
4660,Latini,Barbados,391,EInAeqW,576.22,PlvjiXa,gF
4661,Flyn,Central African Republic,863,DFajn,640.44,zolyD,UFKYbngOMe
4662,Talia,Italy,428,Rf Urak,152.83,jnGl,ppy
4663,McAdams,Sri Lanka,141,QT,515.86,aMlFoMpx,ltvAvHVU
4664,Ferino,Bouvet Island,79,RQjksNU,964.59,ItLFdwxCS,zGGOmX Yn
4665,Quent,Saint Vincent and the Grenadines,107,JFvf,160.65,mNRl Pt,XFfmQPHgg
4666,Llovera,Botswana,119,AoY,957.28,BnvMwwnv,wdPpLQLcm
4667,Flyn,Antigua and Barbuda,601,wJQk,286.04," AScAT",ou
4668,O'Rourke,Trinidad and Tobago,76,nvtBNSe,793.21,CICIQgrGQ,wAbHepDdq
4669,Dahlia,Paraguay,842,fF,863.32,gCBiUtt,QSOjGEDAQ
4670,Engdahl,Nauru,1,oxW,971.91,iINUp,QwMpKH
4671,Colyer,Ireland,713,tNJO,432.63,sshfvzL,wXC
4672,Pauly,Qatar,286,MAvXYH,467.08,sMih,fOWpMw
4673,Trinetta,Burkina Faso,325,HtNEJBzKT,382.72,tRcJCZJaq,zZq
4674,Presber,Belize,284,RxrLyDAJt,888.48,tlYMtKHQ,hzZX
4675,Gower,Tokelau,556,QVS,756.17,NrRrPBXg,XIXUW
4676,Hurley,Bolivia,716,oTOVI,812.19,RiSBFcwrz,qoQt Z
4677,Hepsibah,Turkey,665,RfsQWlHY,919.05,ruZPaCToa,Tfh
4678,Marden,Panama,713,mH,479.16,MyGl,PMWvLnpd
4679,Soneson,Kyrgyzstan,443,LGGH,855.03,CdLRiQaHT,a WBn
4680,Sadowski,Bermuda,761,oEVHHr,674.89,mSlES,gPqdk
4681,McNully,Latvia,103,whnYRG,760.66,eqGwQC,zqG
4682,Lytton,Kiribati,760,"ByTdRxrJ ",123.27,EWpbhXu,VHZ
4683,Grimbly,Congo,659,TUMnT,977.6,I XjNiC,sxwG
4684,Penelopa,"Palestinian Territory, Occupied",183,VR,626.92,TbtG,LZjQR
4685,Reidar,Brunei Darussalam,791,hvT Ej,944.97,zIIFVeLudd,FkjuNrCMqT
4686,Tatianas,Niue,499,fYS,837.62,G gpAM,YQ
4687,Barney,Cocos (Keeling) Islands,6,mA,702.1,ThzIy,JVw riThvf
4688,Mich,Suriname,646,BOjAgk,912.67,GAvUB,BOiMEek Kx
4689,Dreda,Papua New Guinea,681,QK,744.04,nHM,SDg
4690,Klemperer,Chile,603,KvPIPeI,590.06,uJnfjbHUs,PaJcq
4691,Podvin,Hong Kong,221,nVLLD,153.26,v IktuFA,GYtGy
4692,Corilla,Iceland,217,mrVpAz,809.71,fHIolSRn,RRzEGNnl
4693,Marisa,Bulgaria,477,CW,758.63,VGx,WqSjFzno
4694,Azeria,Kyrgyzstan,626,GVsIyJQ,799.33,OYvmX,NllhP Q
4695,Klemperer,United Kingdom,676,cO aZiL,880.54,YCYvAH,kPt W
4696,Kiersten,Wallis and Futuna,511,NzIZRAk,215.58,gwxllOYfLW,IwjIWqW
4697,Docilla,Zambia,149,ASVVG,528.63,RcxYzGx,woGEjZKN
4698,Jotham,Canada,825,CRyN,119.18,FN,EKa
4699,Longfellow,Antarctica,879,IrA,942.78,utysyLBC,bcBz
4700,Lewes,Zimbabwe,902,RY,804.77,HNhmOh,mGB wBovi
4701,Yusuk,Guam,241,Ggqf,288.33,qW,tZpKXH
4702,Laurianne,Norfolk Island,557,kYBcxRa,925.2,WxUdwn,dFoiG
4703,Regan,Sao Tome and Principe,935,PpvHusH,216.31,cnncW,PKTEXDM
4704,Alcott,Cape Verde,217,znPi,889,l hBqWTqDG,ee
4705,Hertzfeld,French Southern Territories,571,YoeQbf,540.17,Lg,BB
4706,Ivens,"Moldova, Republic of",26,Jt,600.17,flvDHImKr,OtatG
4707,Raychel,Christmas Island,992,KwKfW,714.06,IcRhIQkdl,sklOH
4708,Devlen,Saint Helena,904,HBkvUDhna,964.32,pi,lcMiyRalhe
4709,Pulsifer,French Guiana,870,DQbbZ,165.78,Aww,VqgHgRWpp
4710,Sancho,Djibouti,872,WSMpIeH,8.41,ORCLaucL,nxafQTN
4711,Gaynor,Afghanistan,500,UEIdtQYM,699.4,BxfAZG,ch
4712,Rolf,Uganda,827,oLYP,368.58,lJQEtj,LhflsRB
4713,Maribeth,Papua New Guinea,162,mrxNR,346.09,HSKDVi,Fy
4714,Donoghue,Venezuela,130,So,555.21,Jm,Ak
4715,Kelula,Czech Republic,522,wh,969.82,eARRSjp,tkinijHO
4716,Tannie,Turks and Caicos Islands,525,EPPYeffg,677.4," JTdJcqD",uxeNTdgIQg
4717,Carlson,Spain,621,XfqeiuemX,813.8,GkGw,FjABgKxaIx
4718,Lareena,China,260,JcWL,101.48,LlfedSJzu,cwYGZWtajC
4719,Stuart,Lesotho,326,QpZtTxoIK,525.72,GzJOBH,yABUFuw
4720,Merriott,Nigeria,456,TLu,612.6,hoYYV,Ob
4721,Nunci,Marshall Islands,412,Z f,143.3,yNJcdRP,xwLkyAE
4722,Dearborn,Kyrgyzstan,390,iyqn,37,RtAPQCcP,BKtqK
4723,Elisha,Benin,648,CtN eQUzZ,443.61,YUBmCnc,JCM
4724,Raseda,Morocco,334,cRIyhPmgm,523.07,Al,Aiy
4725,Natalia,Uganda,396,ixMADu,242.78,kOmAabJ," c"
4726,Lauraine,Netherlands,801,pqeMkaWa,154.28,lNh,aoHwkGKvFX
4727,Ilka,Mozambique,930,RKC,67.29,WHcnCgv,ztcTHRfGI
4728,Monaco,Bouvet Island,774,vgqszXdyZ,720.03,"K ",YNOAqLXj
4729,Ietta,"Tanzania, United Republic of",94,uro,802.7,qlrhRARgK,InvDMhk
4730,Faria,Gabon,924,Ezze,809.17,YqawH,EufUL
4731,Regan,Ireland,407,mVxHzkCzB,786.76,WFsFvv,mixnRjWFrL
4732,Cadmar,"Iran, Islamic Republic Of",10,Vp,261.4,YsuSaK,IPeLrpqpC
4733,Damarra,Panama,529,AursGvOb,848.51,adJSHyMP,nQywgVjlI
4734,Elephus,Belize,253," yYSrBZvu",916.37,ExjC,UZQpEh
4735,Diogenes,Zambia,580,"eOFiWSqT ",194.33,pePYtwX," FtOwwVCJ"
4736,Roumell,Spain,791,UpA,325.89,"FpU OdU ",NYFfNrFc
4737,Pearse,Serbia and Montenegro,703,Bt,944.87,Lc,ZMXh
4738,Campball,Turkey,533,QbUS,255.31,OWmtg,gc
4739,Moina,Cook Islands,679,EMHW,519.68,QZ,TVQwyOfp
4740,Susannah,Hong Kong,520,hRgkhF,197.14,qSu,SJvUtDFuaV
4741,Arathorn,Reunion,789,MZWKVpdM,608.92,EMz,qSbEgTnfkC
4742,Berl,Cape Verde,496,"Zdp ",176.53,qcfis wyu,JqHgHnSgV
4743,Edee,"Korea, Democratic People""S Republic of",497,JdXUuHD,23.83,QBFXdUeGo," mzeVhB"
4744,Cherianne,"Tanzania, United Republic of",562,doShVmJlM,472.88,GqFZsKIXPp,XHNSs
4745,Holtz,Uganda,53,wOCiwYGZ,339.06,Ky,Yo
4746,Roumell,Antigua and Barbuda,334,bm,184.95,wGsJiiSdA,WBoz
4747,Flita,Guadeloupe,319,Iny,365.5,tteRN,MmqkGWXw
4748,Koziara,Mongolia,255,PZRXpAUjF,287.95,SSntrNxyYk,oLQcx
4749,Noam,Bahamas,327,fhMmZfE,622.79,FwypvQJs,wYSCGpZkz
4750,Gamaliel,Uzbekistan,401,Fcm,927.15,fHnqNrckbU,bfAYTZr
4751,Fancie,Uzbekistan,830,yRHQC UX,991.79," PAc",rZK
4752,Schalles,Burundi,883,UNoFA,646.96,yRz,vKBRNJ
4753,Lymann,Denmark,264,"bDJcKc ",915.43,yV,vstaK
4754,Longfellow,Liberia,979,MbdnOJMX,614.7,axknc,soDtp
4755,Vivle,Tajikistan,396,gIkcZjkyS,383.36,fPwKs,KyITOQj
4756,Jenness,Bermuda,243,MaRvjzAv,533.08,ftKoIC,"uqqFHP "
4757,Joeann,Åland Islands,943,EHYBReE,453.97,Dc,kOdUIsG
4758,Cutlerr,Mauritius,279,FmJKJJND,821.66,PvZ,ugeYCW
4759,Zrike,Cape Verde,957,ym,471.28,KOGNF," fNEOIN"
4760,Seligman,Heard Island and Mcdonald Islands,646,SQPj,264.94,liKxeSx,xfMhHOJVt
4761,Junie,Seychelles,111,qkONg,824.56,SNLsX,nDUUiiK
4762,McCutcheon,Slovenia,59,sGriY,477.27,fVeN,DmbiCeoRty
4763,Zaslow,Macao,558,eKiMitA,675.93,WuRoCN," WOycfm"
4764,Kermit,Kiribati,433,aog Bn,945.21,OyIpb,cfTUplWgpl
4765,Argus,Tokelau,315,AnvYsTB,752.22,HSnWRDYJ,AZ
4766,Kathie,Jersey,467,ELqXPu,162.32,GC,nb
4767,Magnolia,Guinea,332,ACGmUlBml,805.1,URnnUVgbBT,UhTe
4768,Sophronia,Tuvalu,857,lQpgHXhr,397.96,DA wZ,KdWgDVCo
4769,Bobbee,Samoa,674,eLxL,899.87,GwZYbDHGp,cqhnguO
4770,Jenness,Mali,180,eyHv,321.98,njw,QnDOzldxo
4771,Viddah,Senegal,685,qJKHSo,712.34,lDnh,rj
4772,Sheng,Brazil,361,YQnYw,448.83,vabD,nPisvW
4773,Philoo,Heard Island and Mcdonald Islands,826,GvFST,256.93,tfTpP,MlXT
4774,Durware,Philippines,881,GKs,385.27,MpZVMTgAV,yRNQuUI
4775,Gahl,Afghanistan,619,nndZaV,855.32,kZaBqw,CGCdBn
4776,Erskine,Armenia,16,CtwOp,956.69,bclby,JKzwmHauW
4777,Kenney,Cocos (Keeling) Islands,402,fYQ,660.35,cUp,l B
4778,Tryck,Slovakia,693,AeScn,245.4,dAQmGU,imqFjrMZgS
4779,Hepsibah,Holy See (Vatican City State),135,rQOhlNL,941.88,jGRkBDUGYy,WUW
4780,Borrell,Tonga,332,UL,11.46,RqgCr,Hzs
4781,Wallis,New Caledonia,439,HVfbcI,202.99,fRgR,llPkanRBOB
4782,Garrison,Lebanon,768,tGd,379.56,onehkx,wa
4783,Kat,Serbia and Montenegro,653,oalwXLa,592.74,vMx,IVPmptPEy
4784,Brady,Cayman Islands,66,mfIJljV,913.67,wE,rALzE
4785,Soneson,Albania,15,LujQa,946.48,zxKNGhwqo,df
4786,Peti,"Taiwan, Province of China",51,goQReepX,44.4,vrXrOVJn,ZySkv
4787,Granoff,Central African Republic,971,sAwpls,578.66,qyqIWiiSx,KvYMM
4788,Kimmie,Poland,937,DeRoUw,455.9,vGMEK,QYfyMTnACA
4789,Melleta,Cook Islands,655,LyjWMW,408.28,VEXHUxtWn,"JWV "
4790,Melan,Denmark,877,wBKvhrAv,88.19,"jpmnNX ",Do
4791,Afton,Malaysia,577,cpcu,673.87,"Nkl ",rbkgwPd
4792,Killigrew,Angola,758,NIJrLU,96.51,kSN,mMxdx
4793,Isidore,Cape Verde,898,sLDP,796.63,YCRs,ygDzmzinGY
